,Category,Description,Nutrient Data Bank Number,Data.Alpha Carotene,Data.Beta Carotene,Data.Beta Cryptoxanthin,Data.Carbohydrate,Data.Cholesterol,Data.Choline,Data.Fiber,Data.Lutein and Zeaxanthin,Data.Lycopene,Data.Niacin,Data.Protein,Data.Retinol,Data.Riboflavin,Data.Selenium,Data.Sugar Total,Data.Thiamin,Data.Water,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K
2213,Shrimp and vegetables including carrots,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",27450400,923,2173,0,3.8,78,56.3,1.6,438,0,1.209,9.35,33,0.038,18.7,1.37,0.033,78.34,2.834,2.961,1.106,7.25,51,0.126,0.41,20,133,146,59,0.76,255,0.62,0.143,10.5,2.14,32.9
2214,Shrimp and vegetables excluding carrots,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",27450405,17,66,30,6.78,77,57.8,1.3,288,0,1.382,9.25,33,0.045,18.2,1.2,0.027,75.98,2.714,2.803,1.052,6.87,44,0.121,0.4,25,137,157,41,0.8,40,0.6,0.126,1.8,1.54,16.6
2217,Shrimp shish kabob with vegetables,"Shrimp shish kabob with vegetables, excluding potatoes",27450430,2,87,19,5.69,95,66.0,0.9,38,0,1.688,11.14,41,0.048,23.5,2.33,0.042,79.67,0.468,0.608,0.354,1.6,52,0.185,0.43,24,162,194,240,0.91,49,0.75,0.196,12.8,1.18,5.2
2219,Kung Pao shrimp,Kung Pao shrimp,27450470,2,159,41,5.56,107,76.0,1.1,49,0,2.927,14.34,43,0.054,26.1,1.46,0.035,67.13,4.772,3.544,1.74,10.88,59,0.191,0.5,37,199,201,216,1.14,58,0.74,0.193,10.8,2.26,14.7
2220,Tuna casserole with vegetables and mushroom sauce,"Tuna casserole with vegetables and mushroom sauce, no noodles",27450510,1,15,0,8.41,20,19.9,0.9,17,0,4.614,8.86,34,0.113,28.6,1.78,0.077,76.24,1.17,1.269,2.14,5.07,40,0.107,1.18,16,94,175,367,0.54,35,0.99,0.159,3.5,0.38,7.3
2221,Shellfish mixture and vegetables including carrots,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",27450600,587,1369,0,6.03,44,48.6,1.3,372,0,1.024,9.45,41,0.063,17.9,1.55,0.046,76.32,2.473,2.525,0.961,6.38,49,0.096,0.87,23,143,297,247,0.62,179,3.52,0.143,14.8,1.55,35.2
2222,Shellfish mixture and vegetables excluding carrots,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",27450610,10,96,1,5.69,46,49.5,0.9,167,0,1.228,9.63,42,0.069,18.8,1.64,0.046,76.28,2.568,2.627,0.987,6.62,44,0.131,0.98,23,144,279,243,0.63,51,3.66,0.146,13.7,1.43,22.6
2225,Fish and vegetables including carrots,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",27450700,565,1448,2,4.39,12,27.2,1.6,279,6304,1.152,6.28,3,0.065,9.0,2.46,0.044,80.76,2.905,2.983,1.008,7.26,20,0.078,0.73,20,56,241,302,0.33,149,0.24,0.141,9.8,1.99,24.7
2226,Fish and vegetables excluding carrots,"Fish and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, tomato-based sauce",27450710,11,159,20,6.3,12,28.9,1.5,191,6303,1.276,6.33,3,0.07,9.0,2.36,0.041,78.83,2.929,2.984,1.009,7.26,16,0.077,0.73,23,60,249,303,0.36,18,0.24,0.133,4.6,1.65,15.1
2228,Fish and vegetables excluding  carrots,"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",27450750,10,96,1,4.38,20,34.8,0.9,167,0,1.128,7.95,1,0.073,11.1,1.64,0.049,80.47,2.501,2.538,0.878,6.21,20,0.079,0.52,19,154,241,251,0.33,9,0.9,0.149,13.7,1.08,22.4
2229,Fish shish kabob with vegetables,"Fish shish kabob with vegetables, excluding potatoes",27450760,2,87,19,5.0,26,40.9,0.9,38,0,1.085,9.31,1,0.062,13.7,2.33,0.045,83.62,0.345,0.432,0.167,1.06,15,0.079,0.38,18,180,247,250,0.35,9,1.04,0.148,12.8,0.49,5.0
2230,Fried fish with sauce,"Fried fish with sauce, Puerto Rican style",27451010,9,100,1,3.42,39,46.0,0.8,28,2092,2.872,11.81,6,0.077,23.4,1.7,0.055,71.91,6.724,1.182,1.84,10.3,20,0.064,0.58,31,145,309,662,0.36,15,1.43,0.222,5.3,2.3,5.9
2231,Lobster with sauce,"Lobster with sauce, Puerto Rican style",27451030,11,135,1,3.96,77,47.8,1.0,37,4486,1.33,10.76,1,0.036,38.8,2.24,0.032,72.08,7.419,1.282,1.511,10.56,63,0.831,0.66,32,106,283,720,2.27,12,0.68,0.13,8.1,2.5,8.3
2232,Octopus salad,"Octopus salad, Puerto Rican style",27451060,33,149,0,5.56,29,43.4,1.0,43,845,1.25,9.67,25,0.035,27.3,2.13,0.041,71.33,8.3,1.36,1.712,11.95,44,0.285,3.3,24,107,297,129,1.13,38,9.69,0.237,8.9,2.52,10.0
2233,Codfish salad,"Codfish salad, Puerto Rican style, Serenata",27451070,31,144,0,2.81,15,26.3,0.7,51,795,0.883,6.61,4,0.032,10.4,1.51,0.043,72.86,11.452,1.744,2.216,15.94,15,0.038,0.36,17,83,245,415,0.24,17,0.28,0.12,5.6,2.67,11.8
2235,Lau lau,Lau lau,27460100,0,0,0,0.0,57,47.9,0.0,0,0,2.729,15.25,5,0.124,27.4,0.0,0.18,74.98,3.304,1.045,2.668,8.32,14,0.045,0.52,18,197,223,231,1.26,5,0.78,0.207,0.1,0.37,0.0
2236,Julienne salad,"Julienne salad, meat, cheese, eggs, vegetables, no dressing",27460490,168,1410,2,2.57,74,64.2,0.7,1132,175,2.358,10.99,53,0.203,14.0,1.13,0.154,78.83,1.858,0.518,2.873,6.31,102,0.048,0.78,20,142,226,277,1.1,178,0.41,0.238,4.7,0.5,54.5
2237,Antipasto with ham,"Antipasto with ham, fish, cheese, vegetables",27460510,1032,2293,5,3.88,39,28.9,1.1,217,0,3.36,11.62,54,0.179,18.9,1.51,0.108,70.61,3.746,1.078,4.634,10.69,178,0.073,0.86,22,181,244,869,1.47,288,0.5,0.169,1.5,1.03,8.4
2238,Livers,"Livers, chicken, chopped, with eggs and onion",27460710,5,15,6,2.87,315,190.9,0.4,95,9,4.802,12.89,1740,0.95,40.7,1.23,0.148,63.15,7.158,3.84,5.352,17.69,20,0.226,5.26,15,210,170,1047,1.93,1741,7.45,0.375,13.9,0.88,0.1
2239,Liver,"Liver, beef or calves, and onions",27460750,7,116,13,6.97,232,257.5,0.5,2,0,10.713,16.68,4716,2.096,20.2,1.78,0.124,71.01,1.01,0.853,1.681,3.6,12,8.916,3.85,18,309,277,276,3.27,4727,50.67,0.675,2.4,0.36,3.3
2240,Stewed chitterlings,"Stewed chitterlings, Puerto Rican style",27462000,23,159,7,3.82,172,296.8,1.0,126,1574,0.401,8.4,0,0.05,17.0,2.04,0.034,69.26,8.606,1.407,6.74,18.51,26,0.071,1.18,13,57,142,56,1.26,15,0.26,0.099,21.1,1.47,7.5
2241,Stewed gizzards,"Stewed gizzards, Puerto Rican style",27463000,0,167,0,4.4,237,72.5,1.1,58,923,2.391,20.25,65,0.172,27.2,1.94,0.244,66.14,3.651,2.333,1.738,8.68,31,0.135,2.5,11,138,239,380,2.94,79,0.67,0.111,6.2,1.12,17.3
2242,Gumbo,"Gumbo, no rice",27464000,0,80,0,4.02,33,25.1,0.9,51,695,2.263,8.53,4,0.121,11.1,1.83,0.279,82.31,1.468,0.889,0.822,3.67,27,0.067,0.55,15,84,186,433,0.76,11,0.18,0.163,4.9,0.53,5.9
2243,Sandwich,"Sandwich, NFS",27500050,0,0,0,33.02,31,29.9,1.4,28,0,4.013,9.28,1,0.202,19.3,4.02,0.335,41.42,4.593,4.944,3.476,13.7,173,0.09,2.52,22,140,177,773,0.9,1,0.16,0.12,0.0,0.5,9.1
2244,Meat sandwich,"Meat sandwich, NFS",27500100,0,0,0,33.02,31,29.9,1.4,28,0,4.013,9.28,1,0.202,19.3,4.02,0.335,41.42,4.593,4.944,3.476,13.7,173,0.09,2.52,22,140,177,773,0.9,1,0.16,0.12,0.0,0.5,9.1
2245,Wrap sandwich,"Wrap sandwich, NFS",27500300,12,128,0,13.32,56,32.2,1.2,60,296,3.871,12.74,49,0.174,15.1,2.13,0.156,63.33,2.742,1.109,4.331,9.43,59,0.059,1.23,18,155,203,344,0.82,61,0.16,0.137,5.6,0.36,7.3
2246,Beef sandwich,"Beef sandwich, NFS",27510000,0,40,2,18.68,23,27.0,0.6,41,194,3.806,11.93,14,0.245,16.5,2.86,0.21,60.13,1.857,2.743,2.236,7.33,197,0.077,1.94,19,137,178,404,1.48,18,0.47,0.253,0.0,0.45,11.6
2247,Beef barbecue submarine sandwich,"Beef barbecue submarine sandwich, on bun",27510130,0,24,0,26.04,38,56.0,0.8,18,823,3.926,16.73,0,0.19,23.7,8.72,0.236,50.25,1.913,0.836,1.763,5.37,63,0.085,2.46,19,123,194,410,2.5,2,0.8,0.207,0.6,0.43,2.7
2248,Cheeseburger slider,"Cheeseburger slider, from fast food",27510140,0,15,1,24.9,44,37.3,0.9,5,0,3.857,16.22,45,0.264,24.4,3.91,0.276,42.1,4.791,1.273,6.292,14.38,238,0.085,2.57,23,213,189,513,2.54,46,1.27,0.193,0.6,0.25,3.5
2249,Cheeseburger,"Cheeseburger, NFS",27510155,0,11,1,18.62,54,46.7,0.6,4,0,4.229,17.92,33,0.242,23.6,2.92,0.214,45.05,5.937,1.116,6.895,16.21,179,0.083,2.53,22,202,219,444,3.12,34,1.62,0.255,0.5,0.19,3.2
2251,Cheeseburger (Burger King),Cheeseburger (Burger King),27510170,0,47,4,23.87,37,36.7,1.0,29,494,3.628,13.94,30,0.248,22.1,4.85,0.256,47.97,4.189,1.139,4.85,11.82,239,0.083,2.46,23,201,211,508,2.21,35,1.14,0.195,0.8,0.3,4.1
2252,Whopper Jr with cheese (Burger King),Whopper Jr with cheese (Burger King),27510171,13,98,1,18.89,34,29.8,0.9,49,784,2.876,12.07,35,0.203,17.7,4.03,0.2,54.9,3.89,1.774,4.943,12.16,183,0.074,1.9,19,164,191,413,1.92,44,0.94,0.161,2.6,0.39,8.7
2253,Cheeseburger (McDonalds),Cheeseburger (McDonalds),27510172,1,55,2,25.46,39,33.4,1.9,22,1003,3.51,13.49,50,0.19,22.7,5.24,0.32,45.78,5.035,1.363,5.797,12.9,123,0.098,2.25,23,142,184,628,2.21,55,1.31,0.374,0.4,0.09,5.5
2259,Quarter Pounder (McDonalds),Quarter Pounder (McDonalds),27510229,1,26,2,22.14,40,33.3,1.1,21,668,4.65,15.68,0,0.201,24.8,3.67,0.16,48.81,5.404,1.179,4.785,11.6,87,0.101,1.73,24,121,225,374,3.04,2,1.66,0.148,0.3,0.06,5.0
2260,Whopper with cheese (Burger King),Whopper with cheese (Burger King),27510231,0,64,2,17.73,51,36.8,1.1,41,208,3.143,13.69,44,0.257,16.5,4.5,0.177,50.92,5.352,2.366,5.746,15.8,73,0.081,2.3,18,125,208,473,2.26,50,0.93,0.186,1.1,0.57,14.2
2261,Quarter Pounder with cheese (McDonalds),Quarter Pounder with cheese (McDonalds),27510232,1,47,2,19.72,48,37.7,1.2,17,810,4.05,15.21,47,0.26,24.7,3.6,0.119,48.36,5.959,1.264,7.033,14.4,179,0.075,1.02,26,183,223,591,2.83,51,1.75,0.093,0.3,0.2,4.4
2262,Cheeseburger submarine sandwich with lettuce,"Cheeseburger submarine sandwich with lettuce, tomato and spread",27510235,0,33,0,21.49,24,29.9,1.2,56,203,3.583,12.29,9,0.263,17.5,3.41,0.253,58.88,1.736,0.844,2.032,5.34,183,0.086,2.02,22,132,183,444,1.98,12,0.58,0.194,0.6,0.4,4.8
2267,Double cheeseburger,"Double cheeseburger, on white bun, 2 small patties",27510254,0,9,0,13.24,63,54.1,0.5,3,0,4.463,19.34,27,0.225,23.0,2.1,0.16,47.36,6.887,0.986,7.544,17.91,143,0.081,2.47,21,199,241,417,3.59,28,1.9,0.302,0.3,0.14,2.9
2275,Double cheeseburger (Burger King),Double cheeseburger (Burger King),27510386,0,53,5,17.2,51,45.2,0.7,25,341,3.714,16.18,42,0.247,21.4,3.87,0.187,49.07,5.482,1.017,6.428,15.03,284,0.077,2.32,23,243,239,476,2.8,47,1.51,0.244,0.6,0.28,3.6
2276,Double cheeseburger (McDonalds),Double cheeseburger (McDonalds),27510387,1,51,3,17.97,50,43.7,0.9,17,980,3.462,16.24,40,0.204,17.9,4.16,0.231,47.16,6.001,1.314,6.96,16.18,150,0.081,2.35,21,165,226,617,2.77,44,1.28,0.214,2.9,0.35,4.7
2277,McDouble (McDonalds),McDouble (McDonalds),27510388,1,51,3,17.97,50,43.7,0.9,17,980,3.462,16.24,40,0.204,17.9,4.16,0.231,47.16,6.001,1.314,6.96,16.18,150,0.081,2.35,21,165,226,617,2.77,44,1.28,0.214,2.9,0.35,4.7
2278,Big Mac (McDonalds),Big Mac (McDonalds),27510389,1,59,2,21.53,36,31.5,1.4,50,0,3.63,11.94,22,0.201,25.9,3.26,0.184,50.54,5.088,3.826,5.045,14.1,127,0.131,1.4,25,136,182,485,2.16,27,1.27,0.17,0.3,0.06,16.4
2281,Hamburger slider,"Hamburger slider, from fast food",27510501,0,0,0,29.18,35,39.5,1.0,3,0,4.639,15.27,0,0.246,24.8,4.24,0.329,42.41,4.326,1.309,4.151,11.35,89,0.095,3.0,21,131,198,400,2.44,0,1.22,0.218,0.8,0.16,3.8
2282,Hamburger,"Hamburger, NFS",27510521,0,0,0,20.68,49,49.6,0.7,2,0,4.826,17.51,0,0.225,23.8,3.0,0.242,45.69,5.779,1.118,5.495,14.38,66,0.09,2.83,21,143,229,355,3.13,0,1.63,0.28,0.5,0.11,3.3
2284,Hamburger (Burger King),Hamburger (Burger King),27510551,0,18,1,25.98,31,36.8,1.1,25,564,4.113,13.63,0,0.224,22.9,4.66,0.287,48.38,3.984,1.16,3.717,10.24,80,0.09,2.67,21,121,199,400,2.21,2,1.09,0.205,0.9,0.22,4.2
2285,Whopper Jr (Burger King),Whopper Jr (Burger King),27510552,15,100,0,21.12,25,30.3,1.0,55,904,3.302,10.74,0,0.179,16.9,4.28,0.227,57.08,3.41,1.877,3.158,9.59,64,0.08,2.12,18,97,198,314,1.74,9,0.85,0.174,2.9,0.34,9.6
2286,Hamburger (McDonalds),Hamburger (McDonalds),27510553,0,34,0,29.57,29,29.8,1.8,27,1003,4.061,13.3,0,0.186,24.7,5.95,0.349,44.82,3.864,1.385,3.567,10.18,116,0.101,2.87,22,110,197,487,2.03,3,1.2,0.108,0.3,0.07,4.9
2293,Whopper (Burger King),Whopper (Burger King),27510615,15,103,2,17.33,33,32.9,1.5,45,1068,3.141,11.34,0,0.213,18.2,4.0,0.211,57.52,4.67,3.144,3.972,12.37,46,0.081,2.99,18,97,188,342,2.46,9,1.21,0.103,0.9,0.15,14.3
2298,Double hamburger,"Double hamburger, on white bun, 2 small patties",27510649,0,0,0,14.26,60,57.2,0.5,2,0,4.964,19.18,0,0.21,23.0,2.07,0.176,48.14,6.872,0.973,6.505,16.65,49,0.086,2.7,20,153,252,344,3.65,0,1.94,0.327,0.4,0.08,3.0
2307,Meatball and spaghetti sauce submarine sandwich,Meatball and spaghetti sauce submarine sandwich,27510700,0,175,0,26.01,15,32.9,2.1,95,3152,3.547,9.77,0,0.253,13.8,4.98,0.25,53.59,3.573,1.125,3.124,8.45,176,0.133,2.32,29,97,275,437,1.19,15,0.55,0.132,0.4,0.79,6.6
2308,Chiliburger,"Chiliburger, with or without cheese, on bun",27510705,3,71,26,18.36,37,41.3,1.5,48,203,3.59,13.93,0,0.165,17.6,2.66,0.174,54.86,4.444,0.899,4.198,11.04,56,0.092,2.38,23,126,239,384,2.45,7,1.22,0.227,0.4,0.23,3.7
2309,Corned beef sandwich,Corned beef sandwich,27510910,0,9,0,19.73,34,41.9,1.1,59,0,2.856,14.57,0,0.165,26.2,2.37,0.217,56.85,2.651,1.01,2.794,7.43,99,0.08,2.19,18,92,123,713,1.79,1,0.64,0.095,0.4,0.17,4.2
2310,Reuben sandwich,"Reuben sandwich, corned beef sandwich with sauerkraut and cheese, with spread",27510950,1,26,9,19.32,48,29.0,2.2,38,429,2.28,12.59,44,0.22,25.1,3.89,0.396,48.2,5.597,3.655,5.682,17.25,165,0.121,1.8,24,171,136,713,2.46,46,0.94,0.111,0.8,0.92,13.1
2311,Pastrami sandwich,Pastrami sandwich,27511010,0,18,3,19.87,27,38.9,1.1,63,0,3.584,12.46,0,0.17,16.1,2.4,0.23,61.55,1.124,0.817,1.404,3.81,98,0.09,2.25,19,117,153,785,2.35,2,0.74,0.131,0.6,0.16,3.9
2312,Roast beef sandwich,Roast beef sandwich,27513010,0,0,0,22.21,30,40.1,1.3,19,0,4.343,15.17,2,0.287,18.2,3.84,0.217,49.91,3.987,1.762,3.399,10.3,55,0.109,2.64,23,200,224,653,2.27,2,0.96,0.215,0.0,0.43,2.8
2314,Roast beef submarine sandwich,"Roast beef submarine sandwich, with lettuce, tomato and spread",27513040,0,38,2,19.4,19,26.6,0.7,42,203,3.984,11.64,4,0.246,16.3,2.88,0.22,61.11,1.553,2.812,1.483,6.16,157,0.078,2.0,19,113,180,344,1.44,6,0.42,0.262,0.0,0.43,12.0
2316,Roast beef sandwich with cheese,Roast beef sandwich with cheese,27513050,0,32,3,18.09,54,54.7,0.8,23,0,3.456,17.15,32,0.227,21.8,2.65,0.216,42.65,7.675,1.322,8.237,19.8,256,0.09,2.51,24,230,236,482,3.41,35,1.53,0.168,0.0,0.31,1.5
2317,Roast beef sandwich with bacon and cheese sauce,Roast beef sandwich with bacon and cheese sauce,27513060,0,7,0,19.67,55,55.0,0.7,2,0,4.368,18.82,21,0.232,27.8,2.97,0.311,38.43,8.182,2.015,8.234,20.77,147,0.093,2.44,23,213,245,574,3.07,22,1.37,0.192,0.5,0.32,2.9
2319,Steak submarine sandwich with lettuce and tomato,Steak submarine sandwich with lettuce and tomato,27515000,10,68,0,20.31,35,52.0,0.9,36,259,3.258,15.83,0,0.232,22.2,3.27,0.259,56.93,2.105,0.885,1.967,5.95,62,0.102,2.62,22,143,241,320,3.2,6,1.28,0.199,2.1,0.23,5.1
2320,Steak sandwich,"Steak sandwich, plain, on roll",27515010,0,0,0,16.5,55,75.0,0.6,2,0,3.784,21.64,0,0.271,26.9,2.4,0.239,52.86,3.06,0.853,2.818,8.12,52,0.116,3.02,25,188,287,357,4.73,0,1.94,0.274,0.4,0.18,2.5
2321,Steak and cheese submarine sandwich,"Steak and cheese submarine sandwich, with lettuce and tomato",27515020,0,33,0,21.49,24,29.9,1.2,56,203,3.583,12.29,9,0.263,17.5,3.41,0.253,58.88,1.736,0.844,2.032,5.34,183,0.086,2.02,22,132,183,444,1.98,12,0.58,0.194,0.6,0.4,4.8
2322,Steak and cheese sandwich,"Steak and cheese sandwich, plain, on roll",27515030,0,41,4,18.13,54,63.2,0.6,12,0,3.217,19.7,41,0.299,25.1,3.46,0.232,49.97,3.292,0.956,4.328,10.24,279,0.101,2.71,26,277,274,522,3.96,45,1.72,0.231,0.4,0.3,2.8
2324,Fajita-style beef sandwich with cheese,"Fajita-style beef sandwich with cheese, on pita bread, with lettuce and tomato",27515050,3,78,1,15.33,19,24.6,1.2,74,1727,1.905,9.1,19,0.149,11.6,1.84,0.169,66.69,2.179,1.354,2.76,6.96,90,0.086,1.25,17,113,191,361,1.24,26,0.62,0.14,13.7,0.51,6.2
2327,Gyro sandwich (pita bread,"Gyro sandwich (pita bread, beef, lamb, onion, condiments), with tomato and spread",27516010,16,72,1,18.52,25,38.4,1.0,36,401,3.632,11.92,0,0.19,18.6,1.56,0.217,63.85,2.441,0.556,1.23,4.77,46,0.095,1.46,19,113,203,183,2.04,7,0.67,0.16,3.0,0.55,4.2
2328,Hamburger wrap sandwich,"Hamburger wrap sandwich, from fast food",27517000,0,0,0,20.38,49,46.9,1.4,4,0,4.923,16.86,0,0.219,21.8,1.53,0.225,44.71,6.193,1.328,6.354,16.06,67,0.088,2.91,20,187,230,455,3.05,0,1.55,0.279,0.0,0.0,4.3
2329,Bacon sandwich,"Bacon sandwich, with spread",27520110,0,0,0,30.38,36,41.5,1.4,27,0,6.493,17.48,5,0.226,31.7,3.26,0.501,30.84,6.635,5.456,5.211,18.0,132,0.112,2.37,27,203,244,902,1.6,5,0.38,0.241,0.0,0.44,8.2
2330,Bacon and cheese sandwich,"Bacon and cheese sandwich, with spread",27520120,0,112,11,26.13,43,29.7,1.0,47,0,2.872,13.7,113,0.315,21.0,5.23,0.281,38.66,4.488,3.309,7.411,17.02,718,0.075,2.0,29,424,218,923,1.59,123,0.76,0.132,0.0,0.62,7.5
2331,Bacon and egg sandwich,Bacon and egg sandwich,27520140,0,0,4,21.23,171,117.4,1.0,234,0,3.291,13.42,70,0.315,29.0,2.41,0.295,50.43,4.987,3.572,3.531,12.79,114,0.096,2.28,20,179,168,514,1.29,70,0.44,0.172,0.0,0.94,3.7
2335,Bacon on biscuit,Bacon on biscuit,27520170,0,0,0,37.56,14,12.2,2.2,0,0,4.576,10.52,17,0.294,17.0,3.38,0.456,27.34,4.157,2.7,11.824,20.99,62,0.084,2.53,17,463,178,1069,0.83,17,0.14,0.12,0.0,0.46,3.9
2336,Ham on biscuit,Ham on biscuit,27520250,0,20,0,38.75,22,40.8,0.7,5,0,3.08,11.85,25,0.28,17.1,1.97,0.45,28.4,4.277,0.918,10.096,16.3,142,0.032,2.41,20,490,174,974,1.46,27,0.03,0.12,0.1,1.23,5.7
2337,Ham sandwich,"Ham sandwich, with spread",27520300,0,0,0,23.14,22,38.5,1.1,21,0,4.933,12.4,1,0.24,26.0,2.53,0.397,53.91,2.0,3.695,1.587,7.74,101,0.083,1.86,22,178,258,754,1.14,1,0.18,0.231,0.0,0.43,9.4
2338,Ham sandwich with lettuce and spread,Ham sandwich with lettuce and spread,27520310,0,24,0,21.97,20,36.0,1.1,41,0,4.644,11.7,1,0.227,24.4,2.52,0.376,57.76,1.577,2.675,1.283,5.94,97,0.079,1.77,21,169,253,698,1.08,3,0.16,0.22,0.2,0.36,7.8
2339,Ham and cheese sandwich,"Ham and cheese sandwich, with lettuce and spread",27520320,0,64,4,19.58,30,36.0,0.9,45,0,3.831,12.5,46,0.263,22.9,3.2,0.315,55.46,2.318,2.369,3.4,9.05,329,0.07,1.62,23,278,261,803,1.29,51,0.41,0.203,0.2,0.45,7.0
2340,Ham salad sandwich,Ham salad sandwich,27520340,0,43,0,19.92,23,42.0,1.1,62,0,3.775,11.69,4,0.184,19.5,2.71,0.403,55.59,2.711,5.219,2.041,10.34,91,0.097,1.67,20,139,201,724,1.18,7,0.22,0.202,0.5,0.53,20.2
2342,Hot ham and cheese sandwich,"Hot ham and cheese sandwich, on bun",27520370,11,104,3,14.86,27,34.3,0.7,47,278,3.277,10.8,30,0.23,20.7,3.11,0.278,61.86,2.421,3.502,2.856,9.65,203,0.06,1.29,19,218,262,700,1.05,39,0.37,0.189,2.1,0.55,14.4
2343,Ham and cheese on English muffin,Ham and cheese on English muffin,27520380,0,0,0,18.72,46,37.9,1.4,17,0,3.203,17.03,97,0.299,26.0,1.83,0.368,49.0,3.066,0.74,6.551,12.36,279,0.099,1.91,24,248,161,752,2.19,97,0.5,0.17,0.7,0.42,1.2
2344,Ham and cheese submarine sandwich,"Ham and cheese submarine sandwich, with lettuce, tomato and spread",27520390,0,25,0,22.91,12,33.2,1.3,76,167,4.18,9.12,0,0.243,17.3,3.54,0.377,63.26,0.763,0.831,0.626,2.53,169,0.082,1.78,20,116,367,396,0.88,2,0.12,0.174,0.9,0.29,4.7
2345,Cuban sandwich,"Cuban sandwich, with spread",27520410,0,39,0,22.67,36,49.9,0.8,3,0,4.18,17.81,66,0.283,27.5,3.27,0.608,45.56,4.546,2.531,3.825,11.96,141,0.082,1.98,24,191,219,529,1.73,69,0.63,0.249,0.7,0.76,7.4
2346,Midnight sandwich,"Midnight sandwich, with spread",27520420,8,45,18,20.09,38,52.3,0.8,19,0,3.962,17.3,40,0.272,25.4,4.36,0.578,51.42,3.194,1.584,3.203,9.03,113,0.077,1.72,22,178,225,614,1.69,45,0.47,0.26,0.7,0.49,8.4
2347,Pork sandwich,"Pork sandwich, on white roll, with onions, dill pickles and barbecue sauce",27520500,0,26,0,26.5,37,47.3,0.9,26,842,3.121,13.66,0,0.267,27.0,9.05,0.403,51.09,2.586,1.201,2.183,6.47,72,0.107,2.09,20,123,215,466,2.24,2,0.41,0.217,0.9,0.29,2.7
2348,Pork barbecue sandwich or Sloppy Joe,"Pork barbecue sandwich or Sloppy Joe, on bun",27520510,0,60,1,30.55,26,26.8,0.8,41,2036,3.29,11.21,0,0.193,20.8,16.66,0.35,52.11,1.42,0.747,1.176,4.07,56,0.083,1.44,19,105,243,598,1.15,5,0.26,0.226,0.6,0.46,2.0
2350,Sliced chicken sandwich,"Sliced chicken sandwich, with spread",27540110,0,0,0,23.48,43,37.2,1.1,21,0,6.921,18.07,3,0.178,22.3,2.57,0.281,50.6,1.696,2.872,1.265,6.36,107,0.08,1.83,25,173,194,460,0.85,3,0.14,0.196,0.0,0.39,6.5
2352,Chicken salad or chicken spread sandwich,Chicken salad or chicken spread sandwich,27540120,0,43,0,19.78,44,33.4,1.2,63,0,4.6,13.36,4,0.169,17.8,2.36,0.227,54.41,2.867,5.385,2.015,10.9,95,0.078,1.62,21,134,187,437,0.95,8,0.14,0.136,0.5,0.59,20.4
2353,Chicken barbecue sandwich,Chicken barbecue sandwich,27540130,0,13,0,26.04,51,37.3,1.1,28,451,5.629,16.43,4,0.195,21.4,5.68,0.261,51.28,1.554,1.271,1.087,4.55,104,0.092,1.9,24,160,202,502,1.14,5,0.16,0.16,0.1,0.36,0.3
2354,Chicken fillet sandwich,"Chicken fillet sandwich, NFS",27540132,0,5,4,27.48,21,32.3,1.7,28,0,5.009,12.17,3,0.149,21.4,3.07,0.281,44.77,3.928,5.596,3.072,13.46,77,0.09,1.78,25,154,209,571,0.63,4,0.18,0.22,0.8,1.82,18.5
2356,Chicken fillet biscuit,"Chicken fillet biscuit, from fast food",27540145,0,5,4,26.41,20,24.7,2.0,23,0,4.729,10.78,10,0.165,15.4,1.98,0.261,40.99,4.387,5.423,7.622,19.09,51,0.08,1.64,22,311,205,775,0.54,12,0.1,0.204,0.3,1.76,17.1
2370,Chicken fillet wrap sandwich,"Chicken fillet wrap sandwich, fried, from fast food",27540210,0,15,4,24.33,30,29.4,2.0,27,0,4.47,12.73,35,0.17,20.0,1.8,0.236,43.47,4.646,5.2,5.453,16.74,188,0.082,1.68,26,245,202,712,0.87,37,0.28,0.201,0.3,1.59,17.2
2372,Chicken submarine sandwich,"Chicken submarine sandwich, with lettuce, tomato and spread",27540290,0,33,0,22.54,22,22.9,1.2,87,208,5.063,10.91,0,0.213,15.4,6.06,0.273,62.4,0.642,0.831,0.505,2.37,142,0.071,1.52,23,139,285,305,0.64,3,0.11,0.282,1.1,0.38,4.2
